name	electrode_name	type	units	sampling_frequency	stream_id	recording_mode
Micropipette	Micropipette	n/a	V	50000.0	loose seal recording for movie 0,loose seal recording for movie 1,loose seal recording for movie 2,loose seal recording for movie 3,loose seal recording for movie 4,loose seal stimulus for movie 0,loose seal stimulus for movie 1,loose seal stimulus for movie 2,loose seal stimulus for movie 3,loose seal stimulus for movie 4	n/a
