name	electrode_name	type	units	sampling_frequency	stream_id	recording_mode
Micropipette	Micropipette	n/a	V	50000.0	loose seal recording for movie 0,loose seal recording for movie 1,loose seal recording for movie 2,loose seal recording for movie 3,loose seal recording for movie 4,loose seal recording for movie 5,loose seal recording for movie 6,loose seal recording for movie 7,loose seal recording for movie 8,loose seal recording for movie 9,loose seal stimulus for movie 0,loose seal stimulus for movie 1,loose seal stimulus for movie 2,loose seal stimulus for movie 3,loose seal stimulus for movie 4,loose seal stimulus for movie 5,loose seal stimulus for movie 6,loose seal stimulus for movie 7,loose seal stimulus for movie 8,loose seal stimulus for movie 9	n/a
