onset	duration	nwb_table	angle	cycles_per_second	cycles_per_degree	amplitude	movie_number
399.338	166.656	epochs					
401.3610000000008	1.9978999999984808	trials	315.0	1.0	0.05	1.0	0.0
405.4233000000022	1.9895999999971536	trials	180.0	1.0	0.05	1.0	0.0
409.4857000000011	1.9895999999971536	trials	225.0	1.0	0.05	1.0	0.0
413.5481	1.9979000000021188	trials	270.0	1.0	0.05	1.0	0.0
417.61049999999886	1.9812000000019907	trials	225.0	1.0	0.05	1.0	0.0
421.67289999999775	1.9895000000033178	trials	225.0	1.0	0.05	1.0	0.0
425.73519999999917	1.9896000000007916	trials	180.0	1.0	0.05	1.0	0.0
429.79759999999806	1.9979000000021188	trials	90.0	1.0	0.05	1.0	0.0
433.8600000000006	1.9812999999994645	trials	270.0	1.0	0.05	1.0	0.0
437.92239999999947	1.9896000000007916	trials	360.0	1.0	0.05	1.0	0.0
441.98479999999836	1.9896000000007916	trials	270.0	1.0	0.05	1.0	0.0
446.0472000000009	1.9978999999984808	trials	270.0	1.0	0.05	1.0	0.0
450.1095999999998	1.9812999999994645	trials	135.0	1.0	0.05	1.0	0.0
454.17199999999866	1.9896000000007916	trials	90.0	1.0	0.05	1.0	0.0
458.23449999999866	1.9895000000033178	trials	180.0	1.0	0.05	1.0	0.0
462.2969000000012	1.9978999999984808	trials	90.0	1.0	0.05	1.0	0.0
466.3593000000001	1.9812999999994645	trials	45.0	1.0	0.05	1.0	0.0
470.42169999999896	1.9896000000007916	trials	315.0	1.0	0.05	1.0	0.0
474.4841000000015	1.9895999999971536	trials	360.0	1.0	0.05	1.0	0.0
478.5466000000015	1.9978999999984808	trials	270.0	1.0	0.05	1.0	0.0
482.6090000000004	1.9812999999994645	trials	360.0	1.0	0.05	1.0	0.0
486.67139999999927	1.9896000000007916	trials	315.0	1.0	0.05	1.0	0.0
490.73389999999927	1.9894999999996799	trials	135.0	1.0	0.05	1.0	0.0
494.7963000000018	1.9978999999984808	trials	135.0	1.0	0.05	1.0	0.0
498.8587000000007	1.9812999999994645	trials	315.0	1.0	0.05	1.0	0.0
502.9212000000007	1.9895999999971536	trials	360.0	1.0	0.05	1.0	0.0
506.98359999999957	1.9896000000007916	trials	225.0	1.0	0.05	1.0	0.0
511.0460000000021	1.9979999999995925	trials	180.0	1.0	0.05	1.0	0.0
515.1085000000021	1.9812999999994645	trials	360.0	1.0	0.05	1.0	0.0
519.170900000001	1.9895999999971536	trials	45.0	1.0	0.05	1.0	0.0
523.233400000001	1.9895999999971536	trials	225.0	1.0	0.05	1.0	0.0
527.2957999999999	1.9979000000021188	trials	90.0	1.0	0.05	1.0	0.0
531.3582999999999	1.9812000000019907	trials	135.0	1.0	0.05	1.0	0.0
535.4206999999988	1.9896000000007916	trials	180.0	1.0	0.05	1.0	0.0
539.4831999999988	1.9896000000007916	trials	45.0	1.0	0.05	1.0	0.0
543.5456000000013	1.9978999999984808	trials	315.0	1.0	0.05	1.0	0.0
547.6081000000013	1.9812999999994645	trials	45.0	1.0	0.05	1.0	0.0
551.6705000000002	1.9896000000007916	trials	135.0	1.0	0.05	1.0	0.0
555.7330000000002	1.9896000000007916	trials	90.0	1.0	0.05	1.0	0.0
559.7953999999991	1.9979999999995925	trials	45.0	1.0	0.05	1.0	0.0
589.674	166.41791999999998	epochs					
591.6970000000001	2.006199999999808	trials	135.0	1.0	0.05	1.0	1.0
595.759399999999	1.997800000001007	trials	360.0	1.0	0.05	1.0	1.0
599.8217000000004	1.9978999999984808	trials	90.0	1.0	0.05	1.0	1.0
603.8840999999993	1.9896000000007916	trials	315.0	1.0	0.05	1.0	1.0
607.9464999999982	1.9896000000007916	trials	45.0	1.0	0.05	1.0	1.0
612.0089000000007	1.9978999999984808	trials	360.0	1.0	0.05	1.0	1.0
616.0712999999996	1.9978999999984808	trials	180.0	1.0	0.05	1.0	1.0
620.1336999999985	1.9896000000007916	trials	360.0	1.0	0.05	1.0	1.0
624.196100000001	1.9896000000007916	trials	180.0	1.0	0.05	1.0	1.0
