name	electrode_name	type	units	sampling_frequency	stream_id	gain	recording_mode
Micropipette	Micropipette	n/a	V	50000.0	loose seal recording for movie 0,loose seal recording for movie 1,loose seal recording for movie 2,loose seal recording for movie 3,loose seal recording for movie 4	0.02	n/a
